Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
1/21/16,2/18/16,3055,152.58,97.44
7/2/16,3/13/16,9689,651.21,524.96
6/25/17,6/8/17,5445,205.7,117.11
10/1/13,2/2/13,953,651.21,524.96
11/10/11,10/25/11,8873,47.45,31.79
6/24/12,5/8/12,8899,9.33,6.92
12/13/14,1/27/15,2754,668.27,502.54
8/4/16,8/4/16,9192,81.73,56.67
7/8/14,9/24/14,9000,437.2,263.33
11/12/12,12/27/12,9996,668.27,502.54
5/18/15,6/7/15,2028,205.7,117.11
2/9/15,9/26/15,1975,81.73,56.67
3/29/16,4/5/16,8749,152.58,97.44
10/13/16,10/30/16,8293,255.28,159.42
6/25/10,6/7/10,8579,81.73,56.67
8/7/10,10/7/10,4614,651.21,524.96
12/28/15,3/2/16,3432,437.2,263.33
9/18/15,9/18/15,9102,9.33,6.92
12/9/14,10/22/14,7721,9.33,6.92
3/31/15,5/13/15,2421,421.89,364.69
2/20/13,2/28/13,8361,9.33,6.92
5/8/16,8/30/16,7735,47.45,31.79
4/3/12,4/17/12,4766,651.21,524.96
12/31/13,3/1/14,709,255.28,159.42
7/20/14,7/28/14,8850,421.89,364.69
2/25/11,4/15/11,9506,255.28,159.42
4/5/17,2/6/17,5026,9.33,6.92
8/23/13,4/10/13,4790,255.28,159.42
9/12/11,1/22/12,210,255.28,159.42
10/24/13,11/22/13,9726,152.58,97.44
7/5/14,11/5/14,3814,47.45,31.79
6/19/13,5/7/13,9978,47.45,31.79
2/3/12,3/25/12,7754,255.28,159.42
4/19/16,12/5/16,3709,81.73,56.67
1/19/10,2/15/10,6443,109.28,35.84
4/10/12,7/11/12,1584,152.58,97.44
7/13/14,7/17/14,6795,668.27,502.54
4/30/10,10/6/10,6767,421.89,364.69
4/27/11,2/5/11,8224,47.45,31.79
10/23/10,10/25/10,4921,255.28,159.42
9/28/10,12/11/10,2644,154.06,90.93
2/5/10,9/6/10,4211,109.28,35.84
10/6/17,7/28/17,4470,668.27,502.54
6/26/14,7/26/14,5301,668.27,502.54
3/28/15,3/31/15,616,437.2,263.33
10/8/15,2/9/15,1356,81.73,56.67
7/24/12,4/8/12,495,437.2,263.33
2/7/15,7/27/15,8038,205.7,117.11
2/29/12,5/4/12,6021,651.21,524.96
4/16/10,4/20/10,3512,154.06,90.93
11/2/11,2/14/11,1609,81.73,56.67
2/21/13,7/4/13,8443,154.06,90.93
12/14/15,12/16/15,4173,437.2,263.33
5/24/16,3/7/16,5993,255.28,159.42
5/22/12,6/24/12,3127,154.06,90.93
12/4/14,5/29/14,1828,109.28,35.84
1/10/10,10/10/10,384,152.58,97.44
6/29/10,4/8/10,4112,255.28,159.42
5/9/15,11/9/15,360,651.21,524.96
8/16/10,9/24/10,3508,81.73,56.67
12/29/10,12/1/11,9967,421.89,364.69
3/8/14,4/8/14,3180,651.21,524.96
12/9/12,10/15/12,8620,437.2,263.33
12/8/16,11/9/16,8793,47.45,31.79
12/22/15,1/17/16,8234,651.21,524.96
10/30/12,12/13/12,8510,421.89,364.69
4/24/10,5/13/10,3221,109.28,35.84
5/24/16,6/19/16,2997,205.7,117.11
5/27/17,5/28/17,497,109.28,35.84
1/30/12,2/20/12,5415,421.89,364.69
5/20/15,6/13/15,9475,421.89,364.69
10/30/16,6/12/16,1431,9.33,6.92
7/29/14,9/17/14,2070,152.58,97.44
8/17/11,9/28/11,9208,81.73,56.67
1/20/12,1/24/12,2694,421.89,364.69
3/16/17,3/4/17,9409,668.27,502.54
9/5/14,5/6/14,8264,152.58,97.44
5/10/10,10/17/10,5200,205.7,117.11
5/10/14,10/23/14,8191,255.28,159.42
10/24/16,11/23/16,2243,421.89,364.69
10/1/16,2/22/16,4392,47.45,31.79
6/5/16,6/16/16,8704,205.7,117.11
3/22/15,4/15/15,1279,9.33,6.92
12/12/14,9/1/15,5246,255.28,159.42
4/24/11,4/26/11,5766,651.21,524.96
11/7/12,8/16/12,5033,47.45,31.79
9/21/12,10/20/12,7269,421.89,364.69
11/21/10,12/13/10,3729,651.21,524.96
8/23/14,9/9/14,7700,651.21,524.96
9/26/13,1/10/13,9499,109.28,35.84
2/19/14,2/4/14,1474,47.45,31.79
6/7/11,7/24/11,3006,47.45,31.79
3/3/10,4/14/10,5505,9.33,6.92
11/9/11,9/16/11,7415,109.28,35.84
4/3/11,3/22/11,9208,668.27,502.54
5/2/16,1/3/16,8389,109.28,35.84
4/27/12,2/6/12,4495,205.7,117.11
7/4/13,5/24/13,4093,437.2,263.33
10/9/10,9/28/10,5781,205.7,117.11
5/13/16,5/13/16,5190,205.7,117.11
10/26/12,10/31/12,9981,437.2,263.33
1/3/10,4/4/10,4846,154.06,90.93
12/28/11,2/15/12,6508,154.06,90.93
10/8/11,12/8/11,8723,9.33,6.92
12/15/10,12/25/10,7276,668.27,502.54
10/28/16,11/24/16,4985,9.33,6.92
10/5/14,5/28/14,6700,668.27,502.54
4/4/16,5/13/16,4298,651.21,524.96
2/8/13,10/8/13,1693,109.28,35.84
5/23/17,6/25/17,9825,154.06,90.93
1/28/17,2/3/17,1669,437.2,263.33
6/18/14,4/7/14,7230,668.27,502.54
7/6/12,12/6/12,8543,152.58,97.44
2/28/11,9/3/11,4677,109.28,35.84
11/15/11,11/16/11,6729,9.33,6.92
1/30/13,3/15/13,2830,651.21,524.96
12/5/14,5/22/14,3141,47.45,31.79
7/24/12,8/8/12,4854,81.73,56.67
6/3/13,8/4/13,7192,255.28,159.42
5/29/11,6/27/11,6411,152.58,97.44
1/30/11,3/3/11,797,651.21,524.96
4/25/13,1/5/13,5667,9.33,6.92
9/16/12,10/19/12,8370,668.27,502.54
4/20/16,5/20/16,3286,205.7,117.11
12/1/17,7/2/17,6825,154.06,90.93
9/15/12,10/28/12,2431,47.45,31.79
2/5/17,5/13/17,5576,421.89,364.69
11/29/11,2/12/11,8766,154.06,90.93
12/5/16,5/14/16,6537,205.7,117.11
12/1/10,12/2/10,456,668.27,502.54
11/3/11,4/4/11,4123,109.28,35.84
8/31/12,7/9/12,8165,47.45,31.79
6/12/15,12/23/15,5246,152.58,97.44
2/25/12,3/25/12,5057,47.45,31.79
4/15/16,5/16/16,9322,421.89,364.69
4/16/10,4/16/10,6795,205.7,117.11
9/1/15,7/2/15,8264,109.28,35.84
12/10/10,11/26/10,1544,109.28,35.84
10/10/16,11/17/16,6486,205.7,117.11
8/23/11,3/10/11,9969,47.45,31.79
8/12/12,1/23/13,903,255.28,159.42
10/13/12,11/18/12,5232,651.21,524.96
10/12/11,12/14/11,928,668.27,502.54
5/1/16,9/2/16,2998,668.27,502.54
7/13/16,8/8/16,8476,255.28,159.42
6/14/17,6/24/17,1431,205.7,117.11
3/20/16,4/26/16,7961,421.89,364.69
2/14/15,3/28/15,1196,668.27,502.54
11/7/17,5/8/17,6296,109.28,35.84
2/7/16,7/27/16,5455,437.2,263.33
1/10/13,11/14/13,2897,152.58,97.44
10/30/15,11/17/15,9875,255.28,159.42
3/18/15,3/21/15,9676,81.73,56.67
10/17/16,11/26/16,2617,668.27,502.54
5/28/11,6/29/11,1047,109.28,35.84
4/6/17,6/27/17,4347,255.28,159.42
11/6/16,6/29/16,3926,109.28,35.84
1/19/10,1/30/10,8228,152.58,97.44
1/16/16,1/27/16,7726,668.27,502.54
8/17/11,8/30/11,9925,109.28,35.84
12/12/12,7/1/13,4361,651.21,524.96
9/14/10,1/11/10,7601,255.28,159.42
10/22/11,11/29/11,8245,668.27,502.54
11/14/12,12/31/12,1922,81.73,56.67
1/8/11,6/9/11,6292,109.28,35.84
6/21/10,6/26/10,6049,154.06,90.93
2/18/13,10/3/13,7917,47.45,31.79
11/16/12,12/17/12,5649,668.27,502.54
8/22/11,8/26/11,5033,205.7,117.11
3/19/16,2/5/16,8885,255.28,159.42
9/29/11,10/14/11,2054,152.58,97.44
6/12/10,12/31/10,6420,9.33,6.92
5/29/12,9/7/12,5895,81.73,56.67
1/30/12,2/19/12,1420,9.33,6.92
6/29/14,7/31/14,5969,651.21,524.96
11/23/13,12/29/13,9547,421.89,364.69
6/3/13,8/3/13,4191,651.21,524.96
3/7/12,8/15/12,8967,154.06,90.93
7/2/13,7/3/13,4974,205.7,117.11
6/29/13,7/20/13,343,668.27,502.54
3/29/13,5/16/13,5233,152.58,97.44
10/10/16,10/28/16,6839,651.21,524.96
10/6/14,6/21/14,4382,47.45,31.79
7/31/16,9/9/16,4119,255.28,159.42
11/19/11,12/22/11,4335,437.2,263.33
10/8/16,8/15/16,348,109.28,35.84
3/20/10,4/27/10,9506,437.2,263.33
11/17/14,5/1/15,6189,109.28,35.84
12/22/15,7/1/16,6808,651.21,524.96
4/20/11,2/5/11,4807,81.73,56.67
11/13/14,1/12/14,5657,205.7,117.11
2/4/15,6/4/15,1865,255.28,159.42
3/23/17,3/29/17,7966,255.28,159.42
4/13/15,5/29/15,5528,205.7,117.11
7/16/12,7/24/12,8149,152.58,97.44
12/25/16,11/1/17,6459,255.28,159.42
5/12/14,12/15/14,3120,255.28,159.42
11/9/12,9/25/12,7823,421.89,364.69
5/2/10,2/21/10,2293,668.27,502.54
10/18/11,1/12/11,5284,205.7,117.11
12/12/15,1/18/16,7583,109.28,35.84
5/29/10,6/23/10,7006,255.28,159.42
5/26/14,7/15/14,3403,152.58,97.44
2/14/14,3/28/14,3653,154.06,90.93
12/30/11,12/2/12,6667,651.21,524.96
4/13/15,5/20/15,8389,47.45,31.79
1/3/17,3/19/17,6791,421.89,364.69
8/9/15,9/27/15,6878,205.7,117.11
7/7/17,8/13/17,5686,437.2,263.33
6/17/11,6/24/11,7284,154.06,90.93
10/2/10,9/3/10,7769,47.45,31.79
8/10/15,11/11/15,271,421.89,364.69
8/23/16,9/18/16,9952,9.33,6.92
5/18/13,6/30/13,9003,421.89,364.69
1/4/15,7/5/15,1649,154.06,90.93
8/31/13,10/13/13,9145,152.58,97.44
1/4/16,4/19/16,4776,47.45,31.79
3/10/12,6/10/12,8860,109.28,35.84
9/19/16,9/20/16,3745,152.58,97.44
3/28/16,2/4/16,8812,9.33,6.92
8/15/15,6/9/15,5472,651.21,524.96
6/14/16,7/29/16,2166,437.2,263.33
10/24/13,11/25/13,9369,152.58,97.44
3/16/15,4/14/15,4586,255.28,159.42
1/17/14,3/3/14,7352,47.45,31.79
10/3/16,5/4/16,4235,255.28,159.42
5/24/13,6/28/13,3834,154.06,90.93
4/6/17,6/24/17,1778,9.33,6.92
10/26/10,8/12/10,5729,81.73,56.67
2/4/11,6/4/11,378,421.89,364.69
2/10/14,10/21/14,2451,109.28,35.84
8/14/14,9/21/14,5701,9.33,6.92
10/18/12,11/14/12,5914,109.28,35.84
1/30/16,9/3/16,5909,152.58,97.44
5/3/17,4/16/17,533,437.2,263.33
8/25/13,4/10/13,1667,154.06,90.93
9/14/11,9/16/11,3222,421.89,364.69
10/25/14,11/30/14,6139,154.06,90.93
5/20/12,5/30/12,3394,47.45,31.79
10/21/13,11/24/13,4989,421.89,364.69
5/25/14,6/22/14,2963,437.2,263.33
4/27/14,4/30/14,6382,205.7,117.11
10/23/14,11/25/14,6344,205.7,117.11
5/18/14,6/14/14,980,437.2,263.33
5/8/12,8/17/12,451,255.28,159.42
11/20/13,9/1/14,1949,651.21,524.96
5/3/16,3/22/16,4698,255.28,159.42
8/28/14,9/25/14,4952,651.21,524.96
2/28/13,11/3/13,998,205.7,117.11
10/21/12,11/23/12,8153,421.89,364.69
8/10/15,10/29/15,3766,152.58,97.44
6/12/13,1/20/14,2217,81.73,56.67
5/22/15,6/26/15,9917,668.27,502.54
5/14/10,5/23/10,307,421.89,364.69
11/16/12,11/18/12,8863,152.58,97.44
6/28/11,2/8/11,8088,109.28,35.84
12/27/10,4/2/11,2519,205.7,117.11
6/6/13,7/15/13,3724,668.27,502.54
5/13/14,1/6/14,5300,437.2,263.33
3/14/14,3/19/14,7878,9.33,6.92
5/26/14,6/28/14,4119,651.21,524.96
9/17/13,10/15/13,3715,9.33,6.92
12/14/11,12/1/12,8390,205.7,117.11
10/10/13,10/24/13,6898,9.33,6.92
4/5/17,5/27/17,27,255.28,159.42
5/7/10,9/8/10,5593,421.89,364.69
6/30/12,9/8/12,3445,152.58,97.44
1/29/17,2/18/17,462,255.28,159.42
12/7/11,7/30/11,5557,47.45,31.79
5/9/10,9/21/10,4671,81.73,56.67
4/17/15,4/26/15,5778,81.73,56.67
10/31/15,1/12/15,3882,109.28,35.84
5/25/11,6/20/11,6021,81.73,56.67
6/7/13,7/8/13,6261,668.27,502.54
1/21/12,7/3/12,701,81.73,56.67
11/21/16,11/24/16,2471,81.73,56.67
3/27/16,3/31/16,6732,255.28,159.42
9/23/10,1/11/10,5676,205.7,117.11
3/22/17,3/27/17,3527,255.28,159.42
12/23/11,7/2/12,1540,152.58,97.44
11/3/10,3/22/10,3001,421.89,364.69
5/10/16,11/19/16,8228,255.28,159.42
7/12/14,1/25/15,9568,205.7,117.11
12/7/15,7/28/15,6403,668.27,502.54
9/4/15,4/13/15,143,9.33,6.92
3/10/15,9/10/15,9230,668.27,502.54
1/22/12,2/22/12,4138,437.2,263.33
6/9/11,9/28/11,2372,154.06,90.93
8/15/15,9/25/15,3468,81.73,56.67
7/29/14,1/9/14,3994,437.2,263.33
6/15/15,6/25/15,2547,9.33,6.92
11/17/14,9/12/14,4759,205.7,117.11
12/7/10,10/8/10,8290,81.73,56.67
4/7/12,6/8/12,7832,47.45,31.79
3/11/16,12/20/16,110,109.28,35.84
1/11/16,11/24/16,8877,205.7,117.11
6/6/14,3/7/14,9921,81.73,56.67
1/6/16,6/13/16,6058,47.45,31.79
5/7/15,8/20/15,2138,109.28,35.84
3/11/16,6/12/16,39,81.73,56.67
6/21/11,2/8/11,3674,668.27,502.54
6/13/10,7/13/10,3984,81.73,56.67
9/30/10,10/16/10,3943,421.89,364.69
10/3/14,3/19/14,3557,109.28,35.84
1/2/16,4/3/16,4860,437.2,263.33
11/8/16,9/23/16,6922,205.7,117.11
12/27/16,11/1/17,839,154.06,90.93
9/26/15,7/10/15,4743,152.58,97.44
3/6/12,7/6/12,8794,9.33,6.92
6/23/11,2/7/11,184,81.73,56.67
10/24/10,10/25/10,8138,9.33,6.92
3/15/13,4/30/13,8910,255.28,159.42
11/29/14,12/17/14,786,437.2,263.33
1/18/17,2/25/17,9084,154.06,90.93
3/21/14,4/22/14,1152,668.27,502.54
6/15/13,5/7/13,1370,81.73,56.67
10/4/15,11/5/15,6150,437.2,263.33
6/23/17,7/29/17,8933,81.73,56.67
11/5/11,5/26/11,5194,109.28,35.84
11/10/15,11/23/15,7437,109.28,35.84
10/18/12,7/12/12,198,154.06,90.93
1/19/12,1/29/12,5045,421.89,364.69
8/30/16,8/9/16,5576,668.27,502.54
11/21/11,12/12/11,2422,668.27,502.54
6/5/14,8/6/14,8242,205.7,117.11
3/16/15,4/4/15,2731,9.33,6.92
12/4/14,3/5/14,7611,668.27,502.54
3/24/16,6/4/16,1637,668.27,502.54
8/21/11,9/28/11,5596,651.21,524.96
1/31/11,2/22/11,7305,437.2,263.33
1/25/11,2/2/11,6612,255.28,159.42
7/12/12,3/1/13,397,152.58,97.44
7/14/11,5/8/11,7571,668.27,502.54
2/14/14,10/3/14,4078,651.21,524.96
11/22/13,12/21/13,7890,109.28,35.84
6/13/16,3/7/16,4012,421.89,364.69
4/28/13,12/6/13,9481,205.7,117.11
1/15/16,2/20/16,8363,9.33,6.92
6/21/14,2/8/14,6758,154.06,90.93
11/30/10,1/12/10,7796,152.58,97.44
4/19/16,1/5/16,6637,47.45,31.79
2/15/16,2/27/16,5473,47.45,31.79
4/2/12,8/2/12,8530,152.58,97.44
5/10/10,1/11/10,7060,255.28,159.42
6/3/12,8/4/12,4352,437.2,263.33
1/9/13,9/14/13,721,421.89,364.69
8/15/13,7/9/13,8517,81.73,56.67
4/15/15,4/20/15,7119,154.06,90.93
5/24/15,7/6/15,7938,154.06,90.93
7/13/15,8/29/15,9418,154.06,90.93
11/10/10,10/18/10,2031,668.27,502.54
3/15/16,4/29/16,3283,47.45,31.79
3/2/10,2/18/10,2709,651.21,524.96
7/6/13,6/26/13,6877,81.73,56.67
1/6/10,6/15/10,4386,154.06,90.93
10/21/12,10/22/12,865,205.7,117.11
9/16/10,10/29/10,3976,109.28,35.84
3/27/14,5/5/14,8411,651.21,524.96
10/31/11,1/11/11,894,47.45,31.79
12/14/11,1/19/12,5179,205.7,117.11
7/14/16,7/18/16,7053,81.73,56.67
3/24/17,6/4/17,9332,9.33,6.92
4/25/14,5/23/14,6867,421.89,364.69
7/12/12,10/12/12,1536,255.28,159.42
9/18/11,9/27/11,7251,255.28,159.42
2/16/14,2/17/14,4953,205.7,117.11
2/26/17,4/17/17,7618,154.06,90.93
1/16/15,1/29/15,5249,205.7,117.11
5/9/10,9/18/10,9883,154.06,90.93
10/20/11,10/30/11,586,9.33,6.92
1/26/12,2/21/12,8459,668.27,502.54
7/26/17,8/18/17,1630,668.27,502.54
9/21/12,10/17/12,261,109.28,35.84
8/2/17,3/28/17,1544,255.28,159.42
6/29/13,7/13/13,4703,109.28,35.84
3/23/12,2/5/12,5993,152.58,97.44
2/18/17,2/21/17,3699,421.89,364.69
11/3/14,1/4/14,3139,651.21,524.96
2/22/13,3/15/13,1662,109.28,35.84
6/14/13,7/7/13,3648,152.58,97.44
8/20/15,8/25/15,5508,109.28,35.84
6/28/17,6/8/17,684,152.58,97.44
4/24/10,4/30/10,4650,152.58,97.44
12/18/12,1/15/13,9910,47.45,31.79
1/30/15,10/3/15,1001,152.58,97.44
2/23/11,4/3/11,9491,651.21,524.96
11/11/11,8/12/11,8977,154.06,90.93
1/20/10,4/2/10,90,154.06,90.93
7/10/14,10/17/14,5491,152.58,97.44
3/3/17,12/4/17,4873,651.21,524.96
1/28/17,10/3/17,9958,651.21,524.96
1/8/11,10/9/11,9502,9.33,6.92
12/23/13,1/22/14,4290,255.28,159.42
2/18/12,3/26/12,2141,205.7,117.11
9/2/10,2/13/10,2903,154.06,90.93
2/11/16,11/14/16,3456,47.45,31.79
5/1/12,8/1/12,2711,668.27,502.54
6/20/10,6/30/10,6610,421.89,364.69
12/18/12,1/14/13,3127,437.2,263.33
7/17/17,8/25/17,7267,421.89,364.69
9/22/15,1/11/15,6066,152.58,97.44
6/20/11,7/7/11,3591,205.7,117.11
11/5/17,5/28/17,5941,154.06,90.93
12/24/12,1/20/13,6246,9.33,6.92
1/11/16,12/18/16,9667,255.28,159.42
3/6/14,6/17/14,8396,152.58,97.44
5/1/15,5/2/15,6658,47.45,31.79
7/1/10,12/2/10,5706,651.21,524.96
8/21/14,9/22/14,8827,205.7,117.11
1/18/11,1/29/11,6339,437.2,263.33
10/13/12,9/11/12,590,437.2,263.33
10/7/15,1/8/15,959,437.2,263.33
12/28/15,12/31/15,8859,81.73,56.67
12/10/15,10/26/15,2731,437.2,263.33
7/16/17,7/28/17,3049,154.06,90.93
8/17/13,1/10/13,7319,109.28,35.84
11/8/12,8/29/12,5075,421.89,364.69
6/10/12,7/11/12,2886,205.7,117.11
3/6/13,7/20/13,9350,668.27,502.54
3/16/11,3/26/11,97,154.06,90.93
5/14/11,6/18/11,2788,437.2,263.33
8/6/16,6/30/16,2115,437.2,263.33
11/14/14,12/20/14,4803,9.33,6.92
11/2/15,10/3/15,4605,9.33,6.92
7/17/11,7/28/11,7309,109.28,35.84
9/12/10,1/21/11,5732,668.27,502.54
6/8/13,9/13/13,4721,651.21,524.96
1/27/17,1/29/17,6158,81.73,56.67
5/6/12,9/6/12,3952,81.73,56.67
9/16/10,9/17/10,9048,109.28,35.84
6/19/16,1/7/16,4417,154.06,90.93
5/15/16,6/30/16,66,668.27,502.54
4/25/13,5/18/13,8030,668.27,502.54
1/14/15,1/19/15,7376,81.73,56.67
3/13/15,3/28/15,9204,9.33,6.92
4/19/12,2/5/12,1643,668.27,502.54
6/30/13,7/25/13,4854,651.21,524.96
8/22/15,4/9/15,6029,421.89,364.69
8/25/16,8/29/16,4393,651.21,524.96
9/20/11,3/10/11,6200,109.28,35.84
4/4/12,4/21/12,9737,255.28,159.42
10/22/11,11/24/11,320,668.27,502.54
7/17/12,8/25/12,5298,47.45,31.79
3/12/13,6/12/13,9051,9.33,6.92
6/19/16,6/27/16,7991,81.73,56.67
5/27/10,6/17/10,5560,9.33,6.92
4/24/17,5/20/17,7231,437.2,263.33
8/16/10,9/28/10,5509,154.06,90.93
6/4/10,11/4/10,4930,421.89,364.69
9/18/10,10/25/10,7062,81.73,56.67
8/2/15,3/3/15,5503,9.33,6.92
6/4/16,5/13/16,884,437.2,263.33
8/28/15,9/13/15,5865,152.58,97.44
1/13/12,2/20/12,139,109.28,35.84
11/10/12,11/18/12,5429,154.06,90.93
12/24/14,8/2/15,491,255.28,159.42
10/16/16,5/12/16,6109,152.58,97.44
8/26/13,9/26/13,103,205.7,117.11
3/14/17,12/4/17,2320,152.58,97.44
8/22/13,9/16/13,9641,205.7,117.11
12/17/12,12/30/12,975,109.28,35.84
9/11/14,3/12/14,2267,109.28,35.84
5/7/12,8/7/12,1489,109.28,35.84
7/14/11,8/18/11,3646,668.27,502.54
10/1/11,1/24/11,5775,152.58,97.44
10/12/14,5/1/15,1943,255.28,159.42
2/24/13,3/16/13,8248,421.89,364.69
10/7/15,10/8/15,7821,152.58,97.44
10/4/10,4/20/10,5822,9.33,6.92
11/3/13,4/25/13,4444,255.28,159.42
10/31/10,6/12/10,7910,437.2,263.33
4/28/17,5/21/17,7476,47.45,31.79
7/28/17,6/8/17,6428,437.2,263.33
6/21/16,7/28/16,5082,255.28,159.42
2/6/12,10/6/12,5788,255.28,159.42
3/24/16,10/4/16,7925,437.2,263.33
1/22/17,11/2/17,2905,255.28,159.42
2/7/16,12/7/16,9170,437.2,263.33
3/16/17,1/5/17,7193,9.33,6.92
11/7/11,2/8/11,4480,668.27,502.54
9/8/15,9/28/15,566,109.28,35.84
7/27/12,8/20/12,2019,152.58,97.44
11/26/16,2/12/16,7438,205.7,117.11
1/29/10,3/16/10,2453,109.28,35.84
6/29/12,4/7/12,4724,109.28,35.84
7/16/11,8/20/11,8944,437.2,263.33
10/22/10,9/12/10,1837,109.28,35.84
6/3/11,4/21/11,7157,81.73,56.67
4/8/14,9/19/14,691,437.2,263.33
11/9/12,11/9/12,5256,154.06,90.93
7/5/13,3/6/13,5700,421.89,364.69
10/2/14,12/3/14,3905,651.21,524.96
8/13/13,11/9/13,3779,9.33,6.92
3/5/15,1/6/15,6267,81.73,56.67
3/31/16,2/4/16,4342,421.89,364.69
8/8/10,8/13/10,8008,651.21,524.96
5/6/16,6/16/16,9302,9.33,6.92
5/3/11,3/4/11,7291,437.2,263.33
3/22/11,4/23/11,3074,255.28,159.42
1/29/15,1/3/15,4780,152.58,97.44
9/29/14,1/10/14,2571,154.06,90.93
8/24/14,8/31/14,3640,9.33,6.92
9/14/12,7/10/12,7209,9.33,6.92
8/9/11,9/22/11,9533,47.45,31.79
6/6/15,6/14/15,8900,668.27,502.54
6/21/17,7/13/17,625,205.7,117.11
5/31/12,5/7/12,2059,154.06,90.93
11/13/14,11/26/14,7580,152.58,97.44
3/14/10,4/22/10,3599,668.27,502.54
12/5/11,12/6/11,3561,47.45,31.79
3/19/17,11/4/17,2936,668.27,502.54
1/5/16,5/6/16,4232,152.58,97.44
6/29/13,6/29/13,1983,154.06,90.93
3/10/10,11/15/10,7758,47.45,31.79
1/4/11,5/18/11,5155,9.33,6.92
5/16/15,6/22/15,4803,437.2,263.33
8/1/17,8/1/17,9364,255.28,159.42
12/12/14,12/25/14,8530,154.06,90.93
11/7/16,7/24/16,4026,421.89,364.69
4/13/11,12/5/11,4605,255.28,159.42
5/7/12,8/23/12,1054,152.58,97.44
8/24/15,8/26/15,1190,154.06,90.93
10/3/17,11/4/17,4862,421.89,364.69
1/12/10,12/17/10,8950,421.89,364.69
5/21/14,5/21/14,2365,205.7,117.11
2/24/12,11/3/12,1049,437.2,263.33
7/13/12,7/21/12,2976,81.73,56.67
7/28/13,6/8/13,3151,255.28,159.42
5/17/14,2/6/14,8610,47.45,31.79
4/25/11,9/5/11,3420,437.2,263.33
12/25/16,12/25/16,3681,152.58,97.44
12/18/10,12/31/10,2521,668.27,502.54
4/10/11,5/10/11,5102,668.27,502.54
7/6/12,9/6/12,3617,154.06,90.93
12/9/14,9/30/14,2288,81.73,56.67
12/7/17,8/19/17,2371,668.27,502.54
5/28/13,12/6/13,7153,421.89,364.69
10/19/14,11/28/14,6950,255.28,159.42
12/7/12,7/30/12,4111,255.28,159.42
5/29/17,9/7/17,8016,154.06,90.93
12/1/11,1/27/11,75,81.73,56.67
2/15/10,3/22/10,8733,651.21,524.96
5/5/17,12/5/17,4461,154.06,90.93
6/20/17,7/19/17,4766,152.58,97.44
1/7/11,9/7/11,9182,437.2,263.33
5/11/12,12/19/12,4278,109.28,35.84
4/14/13,5/29/13,8652,109.28,35.84
12/30/16,9/1/17,7934,154.06,90.93
4/2/14,7/2/14,9785,421.89,364.69
8/9/14,3/10/14,8898,9.33,6.92
10/16/14,11/22/14,1996,421.89,364.69
4/15/15,5/29/15,2834,437.2,263.33
7/18/10,7/26/10,7198,109.28,35.84
5/12/14,10/1/15,7905,437.2,263.33
7/29/13,11/9/13,9805,152.58,97.44
8/17/11,9/21/11,4777,651.21,524.96
11/4/15,11/5/15,6731,437.2,263.33
11/11/12,12/17/12,6612,81.73,56.67
3/7/16,7/23/16,7392,47.45,31.79
11/16/12,12/30/12,9075,154.06,90.93
9/6/12,7/7/12,3699,255.28,159.42
11/5/15,11/6/15,331,47.45,31.79
4/18/15,5/15/15,69,255.28,159.42
3/10/10,10/31/10,1043,9.33,6.92
6/18/16,6/25/16,3414,154.06,90.93
2/15/14,3/17/14,4375,437.2,263.33
10/21/16,10/11/16,3149,9.33,6.92
2/17/12,1/4/12,5991,9.33,6.92
2/7/11,7/30/11,1188,81.73,56.67
1/13/16,2/22/16,4056,109.28,35.84
4/10/12,12/10/12,1944,255.28,159.42
4/13/16,4/13/16,9233,668.27,502.54
12/24/11,10/2/12,2333,152.58,97.44
10/16/12,4/11/12,4686,109.28,35.84
6/1/10,2/24/10,1767,154.06,90.93
9/12/14,12/14/14,6080,81.73,56.67
12/3/17,4/4/17,2162,154.06,90.93
10/4/11,6/5/11,1579,651.21,524.96
10/6/15,7/29/15,7931,421.89,364.69
12/15/14,12/30/14,1847,154.06,90.93
4/16/11,4/29/11,5988,154.06,90.93
4/10/10,10/22/10,47,205.7,117.11
4/3/13,3/21/13,5747,152.58,97.44
8/17/15,9/26/15,1844,205.7,117.11
9/4/16,4/5/16,9123,255.28,159.42
7/17/10,7/18/10,5402,109.28,35.84
1/29/10,10/2/10,529,651.21,524.96
3/28/16,3/5/16,1384,205.7,117.11
4/14/16,1/5/16,6879,81.73,56.67
6/26/17,2/8/17,2956,152.58,97.44
9/1/13,2/19/13,7588,81.73,56.67
1/31/16,11/2/16,5781,421.89,364.69
8/15/10,9/30/10,4570,9.33,6.92
9/25/15,10/25/15,8023,651.21,524.96
9/20/13,9/30/13,2238,651.21,524.96
6/14/14,8/7/14,346,668.27,502.54
9/18/13,9/10/13,7507,154.06,90.93
2/25/12,4/4/12,5914,152.58,97.44
6/18/11,7/17/11,9791,9.33,6.92
8/20/10,9/21/10,392,668.27,502.54
4/14/17,2/6/17,1003,255.28,159.42
6/8/13,8/28/13,1943,9.33,6.92
9/2/13,2/14/13,5559,9.33,6.92
6/28/11,9/8/11,1231,109.28,35.84
1/17/13,2/24/13,371,154.06,90.93
10/17/11,11/23/11,1421,152.58,97.44
5/19/10,5/7/10,4855,81.73,56.67
4/24/16,7/5/16,8177,437.2,263.33
9/6/15,7/25/15,923,109.28,35.84
